Site,Date,Year,Season,Time,Temp.,Sal.,Depth (cm),Turb. (NTU),CDOM,chla,TOTN,TOTP,NP,Acetabularia,Batophora,Caulerpa prolifera,Chara,Chondria baileyana,Digenia,Halimeda incrassata,Halodule,Hypnea,Laurencia spp.,Penicillus,Polysiphonia,Rhizophora mangle,Ruppia,Sargassum pteropleuron,Thalassia,Udotea,Lake,Position,System,pos,pos_rev,previous sites,lat,lon,SAV,Nutrients
10,2006-06-02,2006,Dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,Monroe Lake,Downstream,MCS,2,3,"DM, ML-1",25.17166667,80.735,Yes,No
11,2006-06-02,2006,Dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,22.666666666666668,0,0,0,0,0,0,0,0,0,0,0,0,0,Monroe Lake,Downstream,MCS,2,3,"DM, ML-2; R&F, S-14",25.18371667,80.75315,Yes,No
12,2006-06-02,2006,Dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,38,0,0,0,2.8666666666666667,0,0,0,0,0,0,0,0,0,Monroe Lake,Downstream,MCS,2,3,"DM, ML-3, 12",25.17083333,80.74121667,Yes,Yes
13,2006-06-02,2006,Dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,0,0,3.2666666666666666,0,0,0,9.2,0,0,0,0,0,0,0,0,0,Monroe Lake,Downstream,MCS,2,3,"DM, ML-4",25.17816667,80.74466667,Yes,Yes
14,2006-06-02,2006,Dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,Terrapin Bay,Bay,MCS,1,4,"DM, TB-1",25.16636667,80.73033333,Yes,No
15,2006-06-02,2006,Dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.066666666666666,0.4,0,0,0,0,0,34.333333333333336,0,0,0,0,0,0,0,0,0,Terrapin Bay,Bay,MCS,1,4,"DM, TB-2",25.15583333,80.73878333,Yes,Yes
16,2006-06-02,2006,Dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1333333333333333,1.8666666666666667,0,0,0,0,0,18.933333333333334,0,0,0.2,0,0,0,0,0,0,Terrapin Bay,Bay,MCS,1,4,"DM, TB-3",25.15416667,80.73033333,Yes,No
17,2006-06-02,2006,Dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.6,0,0,0,0,0,2.8666666666666667,0,0,0.2,0,0,0,0,0,0,Terrapin Bay,Bay,MCS,1,4,"DM, TB-4",25.16216667,80.7265,Yes,Yes
18,2006-06-02,2006,Dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,5.266666666666667,0,0,0,0,0,27.333333333333332,0,0,0,0,0,0,0,0,0,Terrapin Bay,Bay,MCS,1,4,"DM, TB-5",25.15833333,80.73366667,Yes,No
19,2006-06-02,2006,Dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,16,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,Terrapin Bay,Bay,MCS,1,4,"DM, TB-7",25.15033333,80.7225,Yes,Yes
20,2006-06-02,2006,Dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,7.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2,0,Terrapin Bay,Bay,MCS,1,4,"R&F, 7P-20",25.15145,80.71673333,Yes,No
21,2006-06-02,2006,Dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.8,0,0,0,0,0,2.2666666666666666,0,0,0.2,0,0,0,0,0.6,0,Terrapin Bay,Bay,MCS,1,4,"R&F, 7P-21",25.14025,80.72043333,Yes,Yes
41,2006-06-15,2006,Dry,1110,32,42,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Garfield Bight,Bay,ACS,1,4,"DM, GB-10; R&F, W-20",25.16666667,80.80416667,Yes,No
36,2006-06-15,2006,Dry,1345,34,45,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Garfield Bight,Bay,ACS,1,4,"DM, GB-1",25.17391667,80.79626667,Yes,No
38,2006-06-15,2006,Dry,1300,33,46,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Garfield Bight,Bay,ACS,1,4,"DM, GB-5",25.1769,80.7963,Yes,No
39,2006-06-15,2006,Dry,1230,33,43,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Garfield Bight,Bay,ACS,1,4,"DM, GB-7",25.17825,80.80238333,Yes,No
40,2006-06-15,2006,Dry,1145,32,42,35,NA,NA,NA,49.57,0.45,110.15555555555555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Garfield Bight,Bay,ACS,1,4,"DM, GB-9",25.17083333,80.80333333,Yes,Yes
36,2006-06-15,2006,Dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,14.466666666666667,0,0,0,0,0,0,0,0,0,Garfield Bight,Bay,ACS,1,4,"DM, GB-1",25.17391667,80.79626667,Yes,No
38,2006-06-15,2006,Dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,36.86666666666667,0,0,0,0,0,0,0,0,0,Garfield Bight,Bay,ACS,1,4,"DM, GB-5",25.1769,80.7963,Yes,No
39,2006-06-15,2006,Dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.3333333333333333,0,0,0,0,0,17.333333333333332,0,0,0,0,0,0,1.6666666666666667,0,0,Garfield Bight,Bay,ACS,1,4,"DM, GB-7",25.17825,80.80238333,Yes,No
40,2006-06-15,2006,Dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10.2,0,0,0,0,0,57.666666666666664,0,0.3333333333333333,0.2,0,0,0,0,0,0,Garfield Bight,Bay,ACS,1,4,"DM, GB-9",25.17083333,80.80333333,Yes,Yes
41,2006-06-15,2006,Dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.4,1.2,0,0,0,0,53.666666666666664,0,0.2,0.6,0,0,0,0,0,0,Garfield Bight,Bay,ACS,1,4,"DM, GB-10; R&F, W-20",25.16666667,80.80416667,Yes,No
1,2006-06-27,2006,Dry,1232,29.5,29,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Seven Palm,Upstream,MCS,4,1,"DM, 7P-1",25.198,80.73333333,Yes,No
11,2006-06-27,2006,Dry,1418,31.5,41,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monroe Lake,Downstream,MCS,2,3,"DM, ML-2; R&F, S-14",25.18371667,80.75315,Yes,No
21,2006-06-27,2006,Dry,1542,30.5,41,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrapin Bay,Bay,MCS,1,4,"R&F, 7P-21",25.14025,80.72043333,Yes,Yes
2,2006-06-27,2006,Dry,1257,30,30,150,NA,NA,8.53,68.29,1.35,50.58518518518519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Seven Palm,Upstream,MCS,4,1,"DM, 7P-2",25.19333333,80.72583333,Yes,Yes
12,2006-06-27,2006,Dry,1356,30.5,43,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monroe Lake,Downstream,MCS,2,3,"DM, ML-3, 12",25.17083333,80.74121667,Yes,Yes
3,2006-06-27,2006,Dry,1317,30,31,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Seven Palm,Upstream,MCS,4,1,"DM, 7P-3",25.18416667,80.72116667,Yes,No
13,2006-06-27,2006,Dry,1403,30.5,41,125,NA,NA,5.59,74.14,1.29,57.47286821705426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monroe Lake,Downstream,MCS,2,3,"DM, ML-4",25.17816667,80.74466667,Yes,Yes
4,2006-06-27,2006,Dry,1249,30,29,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Seven Palm,Upstream,MCS,4,1,"DM, 7P-4, 4",25.197,80.74666667,Yes,Yes
14,2006-06-27,2006,Dry,1448,32,42,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrapin Bay,Bay,MCS,1,4,"DM, TB-1",25.16636667,80.73033333,Yes,No
5,2006-06-27,2006,Dry,1310,30,31,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Seven Palm,Upstream,MCS,4,1,"DM, 7P-5, 5",25.19136667,80.71593333,Yes,Yes
15,2006-06-27,2006,Dry,1526,32,44,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrapin Bay,Bay,MCS,1,4,"DM, TB-2",25.15583333,80.73878333,Yes,Yes
6,2006-06-27,2006,Dry,1239,29.5,29,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Seven Palm,Upstream,MCS,4,1,"DM, 7P-6",25.20416667,80.73883333,Yes,No
16,2006-06-27,2006,Dry,1514,31.5,42,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrapin Bay,Bay,MCS,1,4,"DM, TB-3",25.15416667,80.73033333,Yes,No
7,2006-06-27,2006,Dry,1325,31,34,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Seven Palm,Upstream,MCS,4,1,"DM, 7P-7",25.17333333,80.72033333,Yes,Yes
17,2006-06-27,2006,Dry,1458,31,44,90,NA,NA,2.31,55.96,0.61,91.73770491803279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrapin Bay,Bay,MCS,1,4,"DM, TB-4",25.16216667,80.7265,Yes,Yes
8,2006-06-27,2006,Dry,1332,30.5,36,125,NA,NA,4.8,68.11,1.29,52.7984496124031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Middle Lake,Middle,MCS,3,2,"R&F, 7P-9",25.17583333,80.72733333,Yes,Yes
18,2006-06-27,2006,Dry,1521,32,44,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrapin Bay,Bay,MCS,1,4,"DM, TB-5",25.15833333,80.73366667,Yes,No
9,2006-06-27,2006,Dry,1343,30.5,35,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Middle Lake,Middle,MCS,3,2,"R&F, 7P-10, 9",25.18383333,80.73366667,Yes,Yes
19,2006-06-27,2006,Dry,1532,32,42,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrapin Bay,Bay,MCS,1,4,"DM, TB-7",25.15033333,80.7225,Yes,Yes
20,2006-06-27,2006,Dry,1537,32,42,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrapin Bay,Bay,MCS,1,4,"R&F, 7P-20",25.15145,80.71673333,Yes,No
10,2006-06-27,2006,Dry,1434,30,41,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monroe Lake,Downstream,MCS,2,3,"DM, ML-1",25.17166667,80.735,Yes,No
31,2006-06-30,2006,Dry,1552,31.5,41,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Long Lake,Middle,ACS,3,2,"R&F, WL-13, 31",25.18866667,80.77973333,Yes,Yes
22,2006-06-30,2006,Dry,1709,32,24,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,West Lake,Upstream,ACS,4,1,"DM, WL-1",25.21333333,80.84916667,Yes,No
32,2006-06-30,2006,Dry,1505,33,45,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Lungs,Downstream,ACS,2,3,"DM, Lungs-1",25.1775,80.77216667,Yes,No
23,2006-06-30,2006,Dry,1702,32,25,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,West Lake,Upstream,ACS,4,1,"DM, WL-3",25.20266667,80.85025,Yes,No
33,2006-06-30,2006,Dry,1454,33,46,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Lungs,Downstream,ACS,2,3,"DM, Lungs-6",25.17451667,80.7685,Yes,No
24,2006-06-30,2006,Dry,1647,31,26,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,West Lake,Upstream,ACS,4,1,"DM, WL-4, 24",25.20225,80.84338333,Yes,Yes
34,2006-06-30,2006,Dry,1515,33.5,48,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Lungs,Downstream,ACS,2,3,"DM, Lungs-5, 34",25.17283333,80.76083333,Yes,Yes
35,2006-06-30,2006,Dry,1441,33,46,70,NA,NA,17.05,69.38,1.98,35.04040404040404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Lungs,Downstream,ACS,2,3,"DM, Lungs-8",25.17181667,80.77091667,Yes,Yes
25,2006-06-30,2006,Dry,1631,30,27,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,West Lake,Upstream,ACS,4,1,"DM, WL-7, 25",25.20166667,80.80966667,Yes,No
26,2006-06-30,2006,Dry,1620,30.5,26,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,West Lake,Upstream,ACS,4,1,"DM, WL-8",25.20083333,80.8,Yes,No
27,2006-06-30,2006,Dry,1626,30,27,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,West Lake,Upstream,ACS,4,1,"DM, WL-11",25.2065,80.80633333,Yes,Yes
28,2006-06-30,2006,Dry,1652,30.5,26,140,NA,NA,26.64,75.01,3.55,21.129577464788735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,West Lake,Upstream,ACS,4,1,"DM, WL-13",25.20666667,80.8475,Yes,Yes
29,2006-06-30,2006,Dry,1611,31.5,36,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Long Lake,Middle,ACS,3,2,"R&F, WL-10",25.19716667,80.79798333,Yes,Yes
30,2006-06-30,2006,Dry,1603,31.5,39,90,NA,NA,19.54,77.8,2.94,26.462585034013603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Long Lake,Middle,ACS,3,2,"R&F, WL-12",25.19516667,80.78693333,Yes,Yes
1,2006-07-18,2006,Dry,1203,32,18,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Seven Palm,Upstream,MCS,4,1,"DM, 7P-1",25.198,80.73333333,Yes,No
11,2006-07-18,2006,Dry,1340,33,21,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monroe Lake,Downstream,MCS,2,3,"DM, ML-2; R&F, S-14",25.18371667,80.75315,Yes,No
21,2006-07-18,2006,Dry,1507,33.5,40,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrapin Bay,Bay,MCS,1,4,"R&F, 7P-21",25.14025,80.72043333,Yes,Yes
2,2006-07-18,2006,Dry,1212,31.5,22,145,NA,NA,10.66,51.22,1.43,35.81818181818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Seven Palm,Upstream,MCS,4,1,"DM, 7P-2",25.19333333,80.72583333,Yes,Yes
12,2006-07-18,2006,Dry,1326,31,29,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monroe Lake,Downstream,MCS,2,3,"DM, ML-3, 12",25.17083333,80.74121667,Yes,Yes
3,2006-07-18,2006,Dry,1229,31,22,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Seven Palm,Upstream,MCS,4,1,"DM, 7P-3",25.18416667,80.72116667,Yes,No
13,2006-07-18,2006,Dry,1331,32,30,115,NA,NA,10.66,52.7,1.64,32.13414634146342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monroe Lake,Downstream,MCS,2,3,"DM, ML-4",25.17816667,80.74466667,Yes,Yes
4,2006-07-18,2006,Dry,1246,31.5,15,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Seven Palm,Upstream,MCS,4,1,"DM, 7P-4, 4",25.197,80.74666667,Yes,Yes
14,2006-07-18,2006,Dry,1410,32,28,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrapin Bay,Bay,MCS,1,4,"DM, TB-1",25.16636667,80.73033333,Yes,No
5,2006-07-18,2006,Dry,1221,32.5,25,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Seven Palm,Upstream,MCS,4,1,"DM, 7P-5, 5",25.19136667,80.71593333,Yes,Yes
15,2006-07-18,2006,Dry,1438,32,33,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrapin Bay,Bay,MCS,1,4,"DM, TB-2",25.15583333,80.73878333,Yes,Yes
6,2006-07-18,2006,Dry,1251,33,22,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Seven Palm,Upstream,MCS,4,1,"DM, 7P-6",25.20416667,80.73883333,Yes,No
16,2006-07-18,2006,Dry,1443,32,32,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrapin Bay,Bay,MCS,1,4,"DM, TB-3",25.15416667,80.73033333,Yes,No
7,2006-07-18,2006,Dry,1234,31,25.5,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Seven Palm,Upstream,MCS,4,1,"DM, 7P-7",25.17333333,80.72033333,Yes,Yes
17,2006-07-18,2006,Dry,1423,31.5,30,80,NA,NA,8.53,52.58,1.48,35.527027027027025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrapin Bay,Bay,MCS,1,4,"DM, TB-4",25.16216667,80.7265,Yes,Yes
8,2006-07-18,2006,Dry,1306,31,28,130,NA,NA,8.26,53.94,1.45,37.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Middle Lake,Middle,MCS,3,2,"R&F, 7P-9",25.17583333,80.72733333,Yes,Yes
18,2006-07-18,2006,Dry,1432,32,32,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrapin Bay,Bay,MCS,1,4,"DM, TB-5",25.15833333,80.73366667,Yes,No
9,2006-07-18,2006,Dry,1315,31,29,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Middle Lake,Middle,MCS,3,2,"R&F, 7P-10, 9",25.18383333,80.73366667,Yes,Yes
19,2006-07-18,2006,Dry,1447,33,34,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrapin Bay,Bay,MCS,1,4,"DM, TB-7",25.15033333,80.7225,Yes,Yes
20,2006-07-18,2006,Dry,1456,33.5,36,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrapin Bay,Bay,MCS,1,4,"R&F, 7P-20",25.15145,80.71673333,Yes,No
10,2006-07-18,2006,Dry,1352,32,28,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monroe Lake,Downstream,MCS,2,3,"DM, ML-1",25.17166667,80.735,Yes,No
31,2006-07-21,2006,Dry,1106,29,20,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Long Lake,Middle,ACS,3,2,"R&F, WL-13, 31",25.18866667,80.77973333,Yes,Yes
22,2006-07-21,2006,Dry,906,28.5,19,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,West Lake,Upstream,ACS,4,1,"DM, WL-1",25.21333333,80.84916667,Yes,No
32,2006-07-21,2006,Dry,1132,28.5,20,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Lungs,Downstream,ACS,2,3,"DM, Lungs-1",25.1775,80.77216667,Yes,No
23,2006-07-21,2006,Dry,926,28.5,18,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,West Lake,Upstream,ACS,4,1,"DM, WL-3",25.20266667,80.85025,Yes,No
33,2006-07-21,2006,Dry,1153,28,24,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Lungs,Downstream,ACS,2,3,"DM, Lungs-6",25.17451667,80.7685,Yes,No
24,2006-07-21,2006,Dry,932,28.5,20,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,West Lake,Upstream,ACS,4,1,"DM, WL-4, 24",25.20225,80.84338333,Yes,Yes
34,2006-07-21,2006,Dry,1159,28.5,30,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Lungs,Downstream,ACS,2,3,"DM, Lungs-5, 34",25.17283333,80.76083333,Yes,Yes
35,2006-07-21,2006,Dry,1145,28.5,25,85,NA,NA,20.25,97.04,3.08,31.50649350649351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Lungs,Downstream,ACS,2,3,"DM, Lungs-8",25.17181667,80.77091667,Yes,Yes
25,2006-07-21,2006,Dry,945,28.5,20,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,West Lake,Upstream,ACS,4,1,"DM, WL-7, 25",25.20166667,80.80966667,Yes,No
26,2006-07-21,2006,Dry,1041,28.5,21,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,West Lake,Upstream,ACS,4,1,"DM, WL-8",25.20083333,80.8,Yes,No
27,2006-07-21,2006,Dry,1033,28.5,20,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,West Lake,Upstream,ACS,4,1,"DM, WL-11",25.2065,80.80633333,Yes,Yes
28,2006-07-21,2006,Dry,914,28.5,20,155,NA,NA,29.84,118.91,3.85,30.885714285714283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,West Lake,Upstream,ACS,4,1,"DM, WL-13",25.20666667,80.8475,Yes,Yes
29,2006-07-21,2006,Dry,1050,28.5,19,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Long Lake,Middle,ACS,3,2,"R&F, WL-10",25.19716667,80.79798333,Yes,Yes
30,2006-07-21,2006,Dry,1056,28.5,20,125,NA,NA,31.26,93.55,7.93,11.796973518284993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Long Lake,Middle,ACS,3,2,"R&F, WL-12",25.19516667,80.78693333,Yes,Yes
40,2006-08-18,2006,Wet,NA,NA,NA,NA,NA,NA,NA,84.02,2.79,30.11469534050179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Garfield Bight,Bay,ACS,1,4,"DM, GB-9",25.17083333,80.80333333,Yes,Yes
31,2006-08-22,2006,Wet,1111,30.5,18.6,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Long Lake,Middle,ACS,3,2,"R&F, WL-13, 31",25.18866667,80.77973333,Yes,Yes
22,2006-08-22,2006,Wet,1411,30.9,18.3,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,West Lake,Upstream,ACS,4,1,"DM, WL-1",25.21333333,80.84916667,Yes,No
